"Row ID",order_id,order_date,"Customer ID",customer_name,region,"Product ID",category,Sub-Category,"Product Name",sales,Quantity,Discount,profit
63,CA-2015-135545,11/24/2015,KM-16720,"Kunst Miller",West,TEC-AC-10004633,Technology,Accessories,"Verbatim 25 GB 6x Blu-ray Single Layer Recordable Disc, 3/Pack",13.98,2,0,6.1512
64,CA-2015-135545,11/24/2015,KM-16720,"Kunst Miller",West,OFF-BI-10001078,"Office Supplies",Binders,"Acco PRESSTEX Data Binder with Storage Hooks, Dark Blue, 14 7/8" X 11"""",25.824,6,0.2,9.3612
65,CA-2015-135545,11/24/2015,KM-16720,"Kunst Miller",West,OFF-PA-10003892,"Office Supplies",Paper,"Xerox 1943",146.73,3,0,68.9631
66,CA-2015-135545,11/24/2015,KM-16720,"Kunst Miller",West,FUR-FU-10000397,Furniture,Furnishings,"Luxo Economy Swing Arm Lamp",79.76,4,0,22.3328
68,CA-2014-106376,12-05-2014,BS-11590,"Brendan Sweed",West,OFF-AR-10002671,"Office Supplies",Art,"Hunt BOSTON Model 1606 High-Volume Electric Pencil Sharpener, Beige",1113.024,8,0.2,111.3024
69,CA-2014-106376,12-05-2014,BS-11590,"Brendan Sweed",West,TEC-PH-10002726,Technology,Phones,"netTALK DUO VoIP Telephone Service",167.968,4,0.2,62.988
82,CA-2014-139451,10-12-2014,DN-13690,"Duane Noonan",West,OFF-AR-10002053,"Office Supplies",Art,"Premium Writing Pencils, Soft, #2 by Central Association for the Blind",14.9,5,0,4.172
83,CA-2014-139451,10-12-2014,DN-13690,"Duane Noonan",West,OFF-ST-10002370,"Office Supplies",Storage,"Sortfiler Multipurpose Personal File Organizer, Black",21.39,1,0,6.2031
90,CA-2016-109806,9/17/2016,JS-15685,"Jim Sink",West,OFF-AR-10004930,"Office Supplies",Art,"Turquoise Lead Holder with Pocket Clip",20.1,3,0,6.633
91,CA-2016-109806,9/17/2016,JS-15685,"Jim Sink",West,TEC-PH-10004093,Technology,Phones,"Panasonic Kx-TS550",73.584,2,0.2,8.2782
92,CA-2016-109806,9/17/2016,JS-15685,"Jim Sink",West,OFF-PA-10000304,"Office Supplies",Paper,"Xerox 1995",6.48,1,0,3.1104
96,US-2017-109484,11-06-2017,RB-19705,"Roger Barcio",West,OFF-BI-10004738,"Office Supplies",Binders,"Flexible Leather- Look Classic Collection Ring Binder",5.682,1,0.7,-3.788
98,CA-2017-157833,6/17/2017,KD-16345,"Katherine Ducich",West,OFF-BI-10001721,"Office Supplies",Binders,"Trimflex Flexible Post Binders",51.312,3,0.2,17.9592
104,US-2015-156867,11/13/2015,LC-16870,"Lena Cacioppo",West,TEC-AC-10001552,Technology,Accessories,"Logitech K350 2.4Ghz Wireless Keyboard",238.896,6,0.2,-26.8758
105,US-2015-156867,11/13/2015,LC-16870,"Lena Cacioppo",West,FUR-FU-10004006,Furniture,Furnishings,"Deflect-o DuraMat Lighweight, Studded, Beveled Mat for Low Pile Carpeting",102.36,3,0.2,-3.8385
118,CA-2015-110457,03-02-2015,DK-13090,"Dave Kipp",West,FUR-TA-10001768,Furniture,Tables,"Hon Racetrack Conference Tables",787.53,3,0,165.3813
127,US-2017-107272,11-05-2017,TS-21610,"Troy Staebel",West,OFF-BI-10003274,"Office Supplies",Binders,"Avery Durable Slant Ring Binders, No Labels",2.388,2,0.7,-1.8308
128,US-2017-107272,11-05-2017,TS-21610,"Troy Staebel",West,OFF-ST-10002974,"Office Supplies",Storage,"Trav-L-File Heavy-Duty Shuttle II, Black",243.992,7,0.2,30.499
129,US-2016-125969,11-06-2016,LS-16975,"Lindsay Shagiari",West,FUR-CH-10001146,Furniture,Chairs,"Global Task Chair, Black",81.424,2,0.2,-9.1602
130,US-2016-125969,11-06-2016,LS-16975,"Lindsay Shagiari",West,FUR-FU-10003773,Furniture,Furnishings,"Eldon Cleatmat Plus Chair Mats for High Pile Carpets",238.56,3,0,26.2416
134,CA-2016-145583,10/13/2016,LC-16885,"Lena Creighton",West,OFF-PA-10001804,"Office Supplies",Paper,"Xerox 195",20.04,3,0,9.6192
135,CA-2016-145583,10/13/2016,LC-16885,"Lena Creighton",West,OFF-PA-10001736,"Office Supplies",Paper,"Xerox 1880",35.44,1,0,16.6568
136,CA-2016-145583,10/13/2016,LC-16885,"Lena Creighton",West,OFF-AR-10001149,"Office Supplies",Art,"Sanford Colorific Colored Pencils, 12/Box",11.52,4,0,3.456
137,CA-2016-145583,10/13/2016,LC-16885,"Lena Creighton",West,OFF-FA-10002988,"Office Supplies",Fasteners,"Ideal Clamps",4.02,2,0,1.9698
138,CA-2016-145583,10/13/2016,LC-16885,"Lena Creighton",West,OFF-BI-10004781,"Office Supplies",Binders,"GBC Wire Binding Strips",76.176,3,0.2,26.6616
139,CA-2016-145583,10/13/2016,LC-16885,"Lena Creighton",West,OFF-SU-10001218,"Office Supplies",Supplies,"Fiskars Softgrip Scissors",65.88,6,0,18.4464
140,CA-2016-145583,10/13/2016,LC-16885,"Lena Creighton",West,FUR-FU-10001706,Furniture,Furnishings,"Longer-Life Soft White Bulbs",43.12,14,0,20.6976
142,CA-2017-106180,9/18/2017,SH-19975,"Sally Hughsby",West,OFF-AR-10000940,"Office Supplies",Art,"Newell 343",8.82,3,0,2.3814
143,CA-2017-106180,9/18/2017,SH-19975,"Sally Hughsby",West,OFF-EN-10004030,"Office Supplies",Envelopes,"Convenience Packs of Business Envelopes",10.86,3,0,5.1042
144,CA-2017-106180,9/18/2017,SH-19975,"Sally Hughsby",West,OFF-PA-10004327,"Office Supplies",Paper,"Xerox 1911",143.7,3,0,68.976
146,CA-2015-110744,09-07-2015,HA-14920,"Helen Andreada",West,OFF-ST-10003656,"Office Supplies",Storage,"Safco Industrial Wire Shelving",671.93,7,0,20.1579
152,CA-2016-158834,3/13/2016,TW-21025,"Tamara Willingham",West,OFF-AP-10000326,"Office Supplies",Appliances,"Belkin 7 Outlet SurgeMaster Surge Protector with Phone Protection",157.92,5,0.2,17.766
153,CA-2016-158834,3/13/2016,TW-21025,"Tamara Willingham",West,TEC-PH-10001254,Technology,Phones,"Jabra BIZ 2300 Duo QD Duo Corded Headset",203.184,2,0.2,15.2388
154,CA-2015-124919,5/31/2015,SP-20650,"Stephanie Phelps",West,OFF-PA-10001950,"Office Supplies",Paper,"Southworth 25% Cotton Antique Laid Paper & Envelopes",58.38,7,0,26.271
155,CA-2015-124919,5/31/2015,SP-20650,"Stephanie Phelps",West,OFF-PA-10002254,"Office Supplies",Paper,"Xerox 1883",105.52,4,0,48.5392
156,CA-2015-124919,5/31/2015,SP-20650,"Stephanie Phelps",West,OFF-ST-10001590,"Office Supplies",Storage,"Tenex Personal Project File with Scoop Front Design, Black",80.88,6,0,21.0288
157,CA-2015-118948,5/28/2015,NK-18490,"Neil Knudson",West,OFF-AR-10001547,"Office Supplies",Art,"Newell 311",6.63,3,0,1.7901
158,CA-2014-104269,03-01-2014,DB-13060,"Dave Brooks",West,FUR-CH-10004063,Furniture,Chairs,"Global Deluxe High-Back Manager's Chair",457.568,2,0.2,51.4764
161,CA-2016-162733,05-11-2016,TT-21070,"Ted Trevino",West,OFF-PA-10002751,"Office Supplies",Paper,"Xerox 1920",5.98,1,0,2.691
163,CA-2016-154508,11/16/2016,RD-19900,"Ruben Dartt",West,OFF-EN-10001990,"Office Supplies",Envelopes,"Staple envelope",28.4,5,0,13.348
164,CA-2016-113817,11-07-2016,MJ-17740,"Max Jones",West,OFF-BI-10004002,"Office Supplies",Binders,"Wilson Jones International Size A4 Ring Binders",27.68,2,0.2,9.688
172,CA-2014-118962,08-05-2014,CS-12130,"Chad Sievert",West,OFF-PA-10000659,"Office Supplies",Paper,"Adams Phone Message Book, Professional, 400 Message Capacity, 5 3/6” x 11”",20.94,3,0,9.8418
173,CA-2014-118962,08-05-2014,CS-12130,"Chad Sievert",West,OFF-PA-10001144,"Office Supplies",Paper,"Xerox 1913",110.96,2,0,53.2608
174,CA-2014-118962,08-05-2014,CS-12130,"Chad Sievert",West,FUR-CH-10003817,Furniture,Chairs,"Global Value Steno Chair, Gray",340.144,7,0.2,21.259
187,CA-2014-123260,8/26/2014,FM-14290,"Frank Merwin",West,TEC-AC-10002323,Technology,Accessories,"SanDisk Ultra 32 GB MicroSDHC Class 10 Memory Card",176.8,8,0,22.984
195,CA-2015-131457,10/31/2015,MZ-17515,"Mary Zewe",West,OFF-EN-10001509,"Office Supplies",Envelopes,"Poly String Tie Envelopes",14.28,7,0,6.7116
202,CA-2014-133690,08-03-2014,BS-11755,"Bruce Stewart",West,FUR-TA-10004289,Furniture,Tables,"BoxOffice By Design Rectangular and Half-Moon Meeting Room Tables",218.75,2,0.5,-161.875
203,CA-2014-133690,08-03-2014,BS-11755,"Bruce Stewart",West,OFF-AP-10003622,"Office Supplies",Appliances,"Bravo II Megaboss 12-Amp Hard Body Upright, Replacement Belts, 2 Belts per Pack",2.6,1,0.2,0.2925
206,CA-2017-108329,12-09-2017,LE-16810,"Laurel Elliston",West,TEC-PH-10001918,Technology,Phones,"Nortel Business Series Terminal T7208 Digital phone",444.768,4,0.2,44.4768
218,CA-2016-130162,10/28/2016,JH-15910,"Jonathan Howell",West,OFF-ST-10001328,"Office Supplies",Storage,"Personal Filing Tote with Lid, Black/Gray",93.06,6,0,26.0568
219,CA-2016-130162,10/28/2016,JH-15910,"Jonathan Howell",West,TEC-PH-10002563,Technology,Phones,"Adtran 1202752G1",302.376,3,0.2,22.6782
237,CA-2017-160514,11-12-2017,DB-13120,"David Bremer",West,OFF-PA-10002479,"Office Supplies",Paper,"Xerox 4200 Series MultiUse Premium Copy Paper (20Lb. and 84 Bright)",10.56,2,0,4.752
250,CA-2016-154739,12-10-2016,LH-17155,"Logan Haushalter",West,FUR-CH-10002965,Furniture,Chairs,"Global Leather Highback Executive Chair with Pneumatic Height Adjustment, Black",321.568,2,0.2,28.1372
251,CA-2016-145625,09-11-2016,KC-16540,"Kelly Collister",West,OFF-PA-10004569,"Office Supplies",Paper,"Wirebound Message Books, Two 4 1/4" x 5"" Forms per Page"",7.61,1,0,3.5767
252,CA-2016-145625,09-11-2016,KC-16540,"Kelly Collister",West,TEC-AC-10003832,Technology,Accessories,"Logitech P710e Mobile Speakerphone",3347.37,13,0,636.0003
266,CA-2015-155040,11-10-2015,AH-10210,"Alan Hwang",West,TEC-AC-10004469,Technology,Accessories,"Microsoft Sculpt Comfort Mouse",79.9,2,0,35.156
271,CA-2017-163979,12/28/2017,KH-16690,"Kristen Hastings",West,OFF-ST-10003208,"Office Supplies",Storage,"Adjustable Depth Letter/Legal Cart",725.84,4,0,210.4936
272,CA-2015-155334,7/30/2015,HA-14920,"Helen Andreada",West,TEC-AC-10003628,Technology,Accessories,"Logitech 910-002974 M325 Wireless Mouse for Web Scrolling",209.93,7,0,92.3692
273,CA-2015-155334,7/30/2015,HA-14920,"Helen Andreada",West,FUR-FU-10003274,Furniture,Furnishings,"Regeneration Desk Collection",5.28,3,0,2.3232
274,CA-2015-155334,7/30/2015,HA-14920,"Helen Andreada",West,OFF-BI-10002557,"Office Supplies",Binders,"Presstex Flexible Ring Binders",10.92,3,0.2,4.095
276,CA-2017-118136,9/16/2017,BB-10990,"Barry Blumstein",West,OFF-AR-10001427,"Office Supplies",Art,"Newell 330",5.98,1,0,1.5548
283,CA-2015-130890,11-02-2015,JO-15280,"Jas O'Carroll",West,FUR-TA-10002903,Furniture,Tables,"Bevis Round Bullnose 29" High Table Top"",1038.84,5,0.2,51.942
284,CA-2015-130883,9/26/2015,TB-21520,"Tracy Blumstein",West,OFF-PA-10000474,"Office Supplies",Paper,"Easy-staple paper",141.76,5,0.2,47.844
285,CA-2015-130883,9/26/2015,TB-21520,"Tracy Blumstein",West,TEC-AC-10001956,Technology,Accessories,"Microsoft Arc Touch Mouse",239.8,5,0.2,47.96
286,CA-2015-130883,9/26/2015,TB-21520,"Tracy Blumstein",West,OFF-PA-10004100,"Office Supplies",Paper,"Xerox 216",31.104,6,0.2,10.8864
294,CA-2014-111451,12/26/2014,KL-16555,"Kelly Lampkin",West,FUR-FU-10004091,Furniture,Furnishings,"Howard Miller 13" Diameter Goldtone Round Wall Clock"",300.416,8,0.2,78.8592
295,CA-2014-111451,12/26/2014,KL-16555,"Kelly Lampkin",West,FUR-CH-10001891,Furniture,Chairs,"Global Deluxe Office Fabric Chairs",230.352,3,0.2,20.1558
296,CA-2014-111451,12/26/2014,KL-16555,"Kelly Lampkin",West,FUR-FU-10002918,Furniture,Furnishings,"Eldon ClusterMat Chair Mat with Cordless Antistatic Protection",218.352,3,0.2,-24.5646
297,CA-2014-111451,12/26/2014,KL-16555,"Kelly Lampkin",West,OFF-BI-10004593,"Office Supplies",Binders,"Ibico Laser Imprintable Binding System Covers",78.6,5,0.7,-62.88
298,CA-2014-111451,12/26/2014,KL-16555,"Kelly Lampkin",West,OFF-FA-10004854,"Office Supplies",Fasteners,"Vinyl Coated Wire Paper Clips in Organizer Box, 800/Box",27.552,3,0.2,9.2988
310,CA-2016-142902,09-12-2016,BP-11185,"Ben Peterman",West,FUR-FU-10001918,Furniture,Furnishings,"C-Line Cubicle Keepers Polyproplyene Holder With Velcro Backings",15.136,4,0.2,3.5948
311,CA-2016-142902,09-12-2016,BP-11185,"Ben Peterman",West,FUR-CH-10004086,Furniture,Chairs,"Hon 4070 Series Pagoda Armless Upholstered Stacking Chairs",466.768,2,0.2,52.5114
312,CA-2016-142902,09-12-2016,BP-11185,"Ben Peterman",West,FUR-FU-10001756,Furniture,Furnishings,"Eldon Expressions Desk Accessory, Wood Photo Frame, Mahogany",15.232,1,0.2,1.7136
313,CA-2016-142902,09-12-2016,BP-11185,"Ben Peterman",West,OFF-LA-10000634,"Office Supplies",Labels,"Avery 509",6.264,3,0.2,2.0358
323,CA-2014-156601,9/19/2014,FA-14230,"Frank Atkinson",West,OFF-FA-10000624,"Office Supplies",Fasteners,"OIC Binder Clips",7.16,2,0,3.58
324,CA-2016-162138,4/23/2016,GK-14620,"Grace Kelly",West,OFF-BI-10004593,"Office Supplies",Binders,"Ibico Laser Imprintable Binding System Covers",251.52,6,0.2,81.744
325,CA-2016-162138,4/23/2016,GK-14620,"Grace Kelly",West,TEC-AC-10001908,Technology,Accessories,"Logitech Wireless Headset h800",99.99,1,0,34.9965
335,CA-2015-137946,09-01-2015,DB-13615,"Doug Bickford",West,OFF-BI-10001922,"Office Supplies",Binders,"Storex Dura Pro Binders",4.752,1,0.2,1.6038
336,CA-2015-137946,09-01-2015,DB-13615,"Doug Bickford",West,TEC-CO-10001449,Technology,Copiers,"Hewlett Packard LaserJet 3310 Copier",959.984,2,0.2,335.9944
337,CA-2015-137946,09-01-2015,DB-13615,"Doug Bickford",West,OFF-BI-10004140,"Office Supplies",Binders,"Avery Non-Stick Binders",14.368,4,0.2,4.49
338,CA-2014-129924,07-12-2014,AC-10420,"Alyssa Crouse",West,OFF-BI-10003314,"Office Supplies",Binders,"Tuff Stuff Recycled Round Ring Binders",7.712,2,0.2,2.7956
339,CA-2014-129924,07-12-2014,AC-10420,"Alyssa Crouse",West,FUR-TA-10004575,Furniture,Tables,"Hon 5100 Series Wood Tables",698.352,3,0.2,-17.4588
346,CA-2017-169901,6/15/2017,CC-12550,"Clay Cheatham",West,TEC-PH-10002293,Technology,Phones,"Anker 36W 4-Port USB Wall Charger Travel Power Adapter for iPhone 5s 5c 5",47.976,3,0.2,4.7976
366,CA-2014-123344,9/24/2014,JD-16060,"Julia Dunbar",West,OFF-ST-10001713,"Office Supplies",Storage,"Gould Plastics 9-Pocket Panel Bin, 18-3/8w x 5-1/4d x 20-1/2h, Black",211.96,4,0,8.4784
373,US-2014-119137,7/23/2014,AG-10900,"Arthur Gainer",West,OFF-BI-10001982,"Office Supplies",Binders,"Wilson Jones Custom Binder Spines & Labels",8.16,5,0.7,-5.712
374,US-2014-119137,7/23/2014,AG-10900,"Arthur Gainer",West,TEC-AC-10003911,Technology,Accessories,"NETGEAR AC1750 Dual Band Gigabit Smart WiFi Router",1023.936,8,0.2,179.1888
375,US-2014-119137,7/23/2014,AG-10900,"Arthur Gainer",West,OFF-AR-10000658,"Office Supplies",Art,"Newell 324",9.24,1,0.2,0.924
376,US-2014-119137,7/23/2014,AG-10900,"Arthur Gainer",West,TEC-AC-10002076,Technology,Accessories,"Microsoft Natural Keyboard Elite",479.04,10,0.2,-29.94
382,CA-2016-134775,10/28/2016,AS-10285,"Alejandro Savely",West,OFF-PA-10004734,"Office Supplies",Paper,"Southworth Structures Collection",50.96,7,0,25.48
383,CA-2016-134775,10/28/2016,AS-10285,"Alejandro Savely",West,OFF-BI-10002225,"Office Supplies",Binders,"Square Ring Data Binders, Rigid 75 Pt. Covers, 11" x 14-7/8"""",49.536,3,0.2,17.3376
392,US-2014-135972,9/21/2014,JG-15115,"Jack Garza",West,TEC-PH-10003012,Technology,Phones,"Nortel Meridian M3904 Professional Digital phone",246.384,2,0.2,27.7182
393,US-2014-135972,9/21/2014,JG-15115,"Jack Garza",West,TEC-CO-10002313,Technology,Copiers,"Canon PC1080F Personal Copier",1799.97,3,0,701.9883
395,CA-2017-102946,6/30/2017,VP-21730,"Victor Preis",West,OFF-BI-10004492,"Office Supplies",Binders,"Tuf-Vin Binders",75.792,3,0.2,25.5798
406,CA-2017-117457,12-08-2017,KH-16510,"Keith Herrera",West,TEC-AC-10000158,Technology,Accessories,"Sony 64GB Class 10 Micro SDHC R40 Memory Card",179.95,5,0,37.7895
407,CA-2017-117457,12-08-2017,KH-16510,"Keith Herrera",West,TEC-CO-10004115,Technology,Copiers,"Sharp AL-1530CS Digital Copier",1199.976,3,0.2,434.9913
408,CA-2017-117457,12-08-2017,KH-16510,"Keith Herrera",West,OFF-PA-10003724,"Office Supplies",Paper,"Wirebound Message Book, 4 per Page",27.15,5,0,13.3035
409,CA-2017-117457,12-08-2017,KH-16510,"Keith Herrera",West,FUR-TA-10002041,Furniture,Tables,"Bevis Round Conference Table Top, X-Base",1004.024,7,0.2,-112.9527
410,CA-2017-117457,12-08-2017,KH-16510,"Keith Herrera",West,OFF-PA-10002893,"Office Supplies",Paper,"Wirebound Service Call Books, 5 1/2" x 4"""",9.68,1,0,4.6464
411,CA-2017-117457,12-08-2017,KH-16510,"Keith Herrera",West,OFF-LA-10003766,"Office Supplies",Labels,"Self-Adhesive Removable Labels",28.35,9,0,13.608
412,CA-2017-117457,12-08-2017,KH-16510,"Keith Herrera",West,OFF-PA-10001970,"Office Supplies",Paper,"Xerox 1908",55.98,1,0,27.4302
413,CA-2017-117457,12-08-2017,KH-16510,"Keith Herrera",West,FUR-BO-10001972,Furniture,Bookcases,"O'Sullivan 4-Shelf Bookcase in Odessa Pine",1336.829,13,0.15,31.4548
414,CA-2017-117457,12-08-2017,KH-16510,"Keith Herrera",West,FUR-CH-10003956,Furniture,Chairs,"Novimex High-Tech Fabric Mesh Task Chair",113.568,2,0.2,-18.4548
415,CA-2017-142636,11-03-2017,KC-16675,"Kimberly Carter",West,OFF-PA-10000157,"Office Supplies",Paper,"Xerox 191",139.86,7,0,65.7342
416,CA-2017-142636,11-03-2017,KC-16675,"Kimberly Carter",West,FUR-CH-10001891,Furniture,Chairs,"Global Deluxe Office Fabric Chairs",307.136,4,0.2,26.8744
417,CA-2017-122105,6/24/2017,CJ-12010,"Caroline Jumper",West,OFF-AR-10004344,"Office Supplies",Art,"Bulldog Vacuum Base Pencil Sharpener",95.92,8,0,25.8984
418,CA-2016-148796,4/14/2016,PB-19150,"Philip Brown",West,FUR-CH-10004886,Furniture,Chairs,"Bevis Steel Folding Chairs",383.8,5,0.2,38.38
420,CA-2017-110478,03-04-2017,SP-20860,"Sung Pak",West,OFF-AR-10001573,"Office Supplies",Art,"American Pencil",9.32,4,0,2.7028
421,CA-2017-110478,03-04-2017,SP-20860,"Sung Pak",West,OFF-EN-10000483,"Office Supplies",Envelopes,"White Envelopes, White Envelopes with Clear Poly Window",15.25,1,0,7.015
422,CA-2014-142048,6/22/2014,JE-15745,"Joel Eaton",West,TEC-AC-10004114,Technology,Accessories,"KeyTronic 6101 Series - Keyboard - Black",196.752,6,0.2,56.5662
457,US-2014-110674,02-12-2014,SC-20095,"Sanjit Chand",West,FUR-CH-10000225,Furniture,Chairs,"Global Geo Office Task Chair, Gray",129.568,2,0.2,-24.294
460,CA-2015-109638,12/15/2015,JH-15985,"Joseph Holt",West,OFF-AP-10002472,"Office Supplies",Appliances,"3M Office Air Cleaner",103.92,4,0,36.372
461,CA-2015-109638,12/15/2015,JH-15985,"Joseph Holt",West,TEC-AC-10004571,Technology,Accessories,"Logitech G700s Rechargeable Gaming Mouse",899.91,9,0,377.9622
462,CA-2015-109638,12/15/2015,JH-15985,"Joseph Holt",West,OFF-BI-10001098,"Office Supplies",Binders,"Acco D-Ring Binder w/DublLock",51.312,3,0.2,18.6006
463,CA-2016-109869,4/22/2016,TN-21040,"Tanja Norvell",West,FUR-FU-10000023,Furniture,Furnishings,"Eldon Wave Desk Accessories",23.56,5,0.2,7.068
464,CA-2016-109869,4/22/2016,TN-21040,"Tanja Norvell",West,FUR-TA-10001889,Furniture,Tables,"Bush Advantage Collection Racetrack Conference Table",1272.63,6,0.5,-814.4832
465,CA-2016-109869,4/22/2016,TN-21040,"Tanja Norvell",West,OFF-BI-10000315,"Office Supplies",Binders,"Poly Designer Cover & Back",28.485,5,0.7,-20.889
466,CA-2016-109869,4/22/2016,TN-21040,"Tanja Norvell",West,OFF-SU-10003505,"Office Supplies",Supplies,"Premier Electric Letter Opener",185.376,2,0.2,-34.758
467,CA-2016-109869,4/22/2016,TN-21040,"Tanja Norvell",West,OFF-AP-10002578,"Office Supplies",Appliances,"Fellowes Premier Superior Surge Suppressor, 10-Outlet, With Phone and Remote",78.272,2,0.2,5.8704
472,CA-2014-144666,11-09-2014,JP-15520,"Jeremy Pistek",West,OFF-ST-10002743,"Office Supplies",Storage,"SAFCO Boltless Steel Shelving",340.92,3,0,3.4092
473,CA-2014-144666,11-09-2014,JP-15520,"Jeremy Pistek",West,FUR-BO-10001601,Furniture,Bookcases,"Sauder Mission Library with Doors, Fruitwood Finish",222.666,2,0.15,10.4784
474,CA-2014-144666,11-09-2014,JP-15520,"Jeremy Pistek",West,TEC-PH-10002680,Technology,Phones,"Samsung Galaxy Note 3",703.968,4,0.2,87.996
475,CA-2014-144666,11-09-2014,JP-15520,"Jeremy Pistek",West,OFF-ST-10001321,"Office Supplies",Storage,"Decoflex Hanging Personal Folder File, Blue",92.52,6,0,24.9804
477,CA-2014-144666,11-09-2014,JP-15520,"Jeremy Pistek",West,OFF-PA-10003465,"Office Supplies",Paper,"Xerox 1912",94.85,5,0,45.528
478,CA-2016-103891,07-12-2016,KH-16690,"Kristen Hastings",West,TEC-PH-10000149,Technology,Phones,"Cisco SPA525G2 IP Phone - Wireless",95.76,6,0.2,7.182
482,CA-2014-134677,10-06-2014,XP-21865,"Xylona Preis",West,TEC-AC-10001445,Technology,Accessories,"Imation USB 2.0 Swivel Flash Drive USB flash drive - 4 GB - Pink",9.09,3,0,1.9089
485,CA-2017-140963,06-10-2017,MT-18070,"Michelle Tran",West,OFF-LA-10003923,"Office Supplies",Labels,"Alphabetical Labels for Top Tab Filing",29.6,2,0,14.8
486,CA-2017-140963,06-10-2017,MT-18070,"Michelle Tran",West,FUR-BO-10001337,Furniture,Bookcases,"O'Sullivan Living Dimensions 2-Shelf Bookcases",514.165,5,0.15,-30.245
487,CA-2017-140963,06-10-2017,MT-18070,"Michelle Tran",West,TEC-PH-10001924,Technology,Phones,"iHome FM Clock Radio with Lightning Dock",279.96,5,0.2,17.4975
494,CA-2016-169166,05-09-2016,SS-20590,"Sonia Sunley",West,TEC-AC-10000991,Technology,Accessories,"Sony Micro Vault Click 8 GB USB 2.0 Flash Drive",93.98,2,0,13.1572
497,CA-2016-126158,7/25/2016,SC-20095,"Sanjit Chand",West,OFF-BI-10002498,"Office Supplies",Binders,"Clear Mylar Reinforcing Strips",119.616,8,0.2,40.3704
498,CA-2016-126158,7/25/2016,SC-20095,"Sanjit Chand",West,FUR-FU-10004864,Furniture,Furnishings,"Howard Miller 14-1/2" Diameter Chrome Round Wall Clock"",255.76,4,0,81.8432
499,CA-2016-126158,7/25/2016,SC-20095,"Sanjit Chand",West,FUR-CH-10002602,Furniture,Chairs,"DMI Arturo Collection Mission-style Design Wood Chair",241.568,2,0.2,18.1176
