"Row ID",order_id,order_date,"Customer ID",customer_name,region,"Product ID",category,Sub-Category,"Product Name",sales,Quantity,Discount,profit
91,CA-2016-109806,9/17/2016,JS-15685,"Jim Sink",West,TEC-PH-10004093,Technology,Phones,"Panasonic Kx-TS550",73.584,2,0.2,8.2782
101,CA-2016-158568,8/29/2016,RB-19465,"Rick Bensley",Central,TEC-AC-10001767,Technology,Accessories,"SanDisk Ultra 64 GB MicroSDHC Class 10 Memory Card",95.976,3,0.2,-10.7973
104,US-2015-156867,11/13/2015,LC-16870,"Lena Cacioppo",West,TEC-AC-10001552,Technology,Accessories,"Logitech K350 2.4Ghz Wireless Keyboard",238.896,6,0.2,-26.8758
107,CA-2017-119004,11/23/2017,JM-15250,"Janet Martin",South,TEC-AC-10003499,Technology,Accessories,"Memorex Mini Travel Drive 8 GB USB 2.0 Flash Drive",74.112,8,0.2,17.6016
108,CA-2017-119004,11/23/2017,JM-15250,"Janet Martin",South,TEC-PH-10002844,Technology,Phones,"Speck Products Candyshell Flip Case",27.992,1,0.2,2.0994
110,CA-2015-129476,10/15/2015,PA-19060,"Pete Armstrong",Central,TEC-AC-10000844,Technology,Accessories,"Logitech Gaming G510s - Keyboard",339.96,5,0.2,67.992
124,CA-2016-103730,06-12-2016,SC-20725,"Steven Cartwright",East,TEC-PH-10003875,Technology,Phones,"KLD Oscar II Style Snap-on Ultra Thin Side Flip Synthetic Leather Cover Case for HTC One HTC M7",68.04,7,0,19.7316
131,US-2017-164147,02-02-2017,DW-13585,"Dorothy Wardle",East,TEC-PH-10002293,Technology,Phones,"Anker 36W 4-Port USB Wall Charger Travel Power Adapter for iPhone 5s 5c 5",59.97,5,0.4,-11.994
148,CA-2016-114489,12-05-2016,JE-16165,"Justin Ellison",Central,TEC-PH-10000215,Technology,Phones,"Plantronics Cordless Phone Headset with In-line Volume - M214C",384.45,11,0,103.8015
149,CA-2016-114489,12-05-2016,JE-16165,"Justin Ellison",Central,TEC-PH-10001448,Technology,Phones,"Anker Astro 15000mAh USB Portable Charger",149.97,3,0,5.9988
153,CA-2016-158834,3/13/2016,TW-21025,"Tamara Willingham",West,TEC-PH-10001254,Technology,Phones,"Jabra BIZ 2300 Duo QD Duo Corded Headset",203.184,2,0.2,15.2388
160,CA-2016-114104,11/20/2016,NP-18670,"Nora Paige",Central,TEC-PH-10004536,Technology,Phones,"Avaya 5420 Digital phone",944.93,7,0,236.2325
162,CA-2015-119697,12/28/2015,EM-13960,"Eric Murdock",East,TEC-AC-10003657,Technology,Accessories,"Lenovo 17-Key USB Numeric Keypad",54.384,2,0.2,1.3596
166,CA-2014-139892,09-08-2014,BM-11140,"Becky Martin",Central,TEC-MA-10000822,Technology,Machines,"Lexmark MX611dhe Monochrome Laser Printer",8159.952,8,0.4,-1359.992
171,CA-2014-139892,09-08-2014,BM-11140,"Becky Martin",Central,TEC-PH-10003931,Technology,Phones,"JBL Micro Wireless Portable Bluetooth Speaker",143.976,3,0.2,8.9985
182,CA-2014-166191,12-05-2014,DK-13150,"David Kendrick",Central,TEC-AC-10004659,Technology,Accessories,"Imation Secure+ Hardware Encrypted USB 2.0 Flash Drive; 16GB",408.744,7,0.2,76.6395
183,CA-2014-158274,11/19/2014,RM-19675,"Robert Marley",South,TEC-PH-10003273,Technology,Phones,"AT&T TR1909W",503.96,4,0,131.0296
184,CA-2014-158274,11/19/2014,RM-19675,"Robert Marley",South,TEC-PH-10004896,Technology,Phones,"Nokia Lumia 521 (T-Mobile)",149.95,5,0,41.986
185,CA-2014-158274,11/19/2014,RM-19675,"Robert Marley",South,TEC-AC-10002345,Technology,Accessories,"HP Standard 104 key PS/2 Keyboard",29,2,0,7.25
187,CA-2014-123260,8/26/2014,FM-14290,"Frank Merwin",West,TEC-AC-10002323,Technology,Accessories,"SanDisk Ultra 32 GB MicroSDHC Class 10 Memory Card",176.8,8,0,22.984
191,CA-2015-102281,10-12-2015,MP-17470,"Mark Packer",East,TEC-PH-10001552,Technology,Phones,"I Need's 3d Hello Kitty Hybrid Silicone Case Cover for HTC One X 4g with 3d Hello Kitty Stylus Pen Green/pink",71.76,6,0,20.0928
206,CA-2017-108329,12-09-2017,LE-16810,"Laurel Elliston",West,TEC-PH-10001918,Technology,Phones,"Nortel Business Series Terminal T7208 Digital phone",444.768,4,0.2,44.4768
208,CA-2017-135860,12-01-2017,JH-15985,"Joseph Holt",Central,TEC-PH-10001700,Technology,Phones,"Panasonic KX-TG6844B Expandable Digital Cordless Telephone",131.98,2,0,35.6346
212,CA-2015-101007,02-09-2015,MS-17980,"Michael Stewart",Central,TEC-AC-10001266,Technology,Accessories,"Memorex Micro Travel Drive 8 GB",20.8,2,0.2,6.5
215,CA-2015-146262,01-02-2015,VW-21775,"Victoria Wilson",East,TEC-PH-10002844,Technology,Phones,"Speck Products Candyshell Flip Case",62.982,3,0.4,-14.6958
216,CA-2015-146262,01-02-2015,VW-21775,"Victoria Wilson",East,TEC-MA-10000864,Technology,Machines,"Cisco 9971 IP Video Phone Charcoal",1188,9,0.7,-950.4
217,CA-2015-146262,01-02-2015,VW-21775,"Victoria Wilson",East,TEC-AC-10000109,Technology,Accessories,"Sony Micro Vault Click 16 GB USB 2.0 Flash Drive",89.584,2,0.2,4.4792
219,CA-2016-130162,10/28/2016,JH-15910,"Jonathan Howell",West,TEC-PH-10002563,Technology,Phones,"Adtran 1202752G1",302.376,3,0.2,22.6782
224,CA-2015-169397,12/24/2015,JB-15925,"Joni Blumstein",East,TEC-MA-10001148,Technology,Machines,"Swingline SM12-08 MicroCut Jam Free Shredder",479.988,4,0.7,-383.9904
236,US-2017-100930,04-07-2017,CS-12400,"Christopher Schild",South,TEC-AC-10003832,Technology,Accessories,"Logitech P710e Mobile Speakerphone",617.976,3,0.2,-7.7247
241,CA-2016-157749,06-04-2016,KL-16645,"Ken Lonsdale",Central,TEC-PH-10000011,Technology,Phones,"PureGear Roll-On Screen Protector",31.984,2,0.2,11.1944
252,CA-2016-145625,09-11-2016,KC-16540,"Kelly Collister",West,TEC-AC-10003832,Technology,Accessories,"Logitech P710e Mobile Speakerphone",3347.37,13,0,636.0003
258,US-2015-159982,11/28/2015,DR-12880,"Dan Reichenbach",Central,TEC-PH-10001580,Technology,Phones,"Logitech Mobile Speakerphone P710e - speaker phone",647.904,6,0.2,56.6916
259,CA-2017-163139,12-01-2017,CC-12670,"Craig Carreira",East,TEC-AC-10000290,Technology,Accessories,"Sabrent 4-Port USB 2.0 Hub",20.37,3,0,6.9258
263,US-2014-106992,9/19/2014,SB-20290,"Sean Braxton",Central,TEC-MA-10000822,Technology,Machines,"Lexmark MX611dhe Monochrome Laser Printer",3059.982,3,0.4,-509.997
264,US-2014-106992,9/19/2014,SB-20290,"Sean Braxton",Central,TEC-MA-10003353,Technology,Machines,"Xerox WorkCentre 6505DN Laser Multifunction Printer",2519.958,7,0.4,-251.9958
265,CA-2016-125318,06-06-2016,RC-19825,"Roy Collins",Central,TEC-PH-10001433,Technology,Phones,"Cisco Small Business SPA 502G VoIP phone",328.224,4,0.2,28.7196
266,CA-2015-155040,11-10-2015,AH-10210,"Alan Hwang",West,TEC-AC-10004469,Technology,Accessories,"Microsoft Sculpt Comfort Mouse",79.9,2,0,35.156
272,CA-2015-155334,7/30/2015,HA-14920,"Helen Andreada",West,TEC-AC-10003628,Technology,Accessories,"Logitech 910-002974 M325 Wireless Mouse for Web Scrolling",209.93,7,0,92.3692
282,US-2015-161991,9/26/2015,SC-20725,"Steven Cartwright",Central,TEC-PH-10001760,Technology,Phones,"Bose SoundLink Bluetooth Speaker",1114.4,7,0.2,376.11
285,CA-2015-130883,9/26/2015,TB-21520,"Tracy Blumstein",West,TEC-AC-10001956,Technology,Accessories,"Microsoft Arc Touch Mouse",239.8,5,0.2,47.96
292,CA-2016-110772,11/20/2016,NZ-18565,"Nick Zandusky",East,TEC-AC-10002001,Technology,Accessories,"Logitech Wireless Gaming Headset G930",255.984,2,0.2,54.3966
315,CA-2014-167850,08-09-2014,AG-10525,"Andy Gerbode",South,TEC-PH-10002398,Technology,Phones,"AT&T 1070 Corded Phone",178.384,2,0.2,22.298
319,CA-2014-164973,11-04-2014,NM-18445,"Nathan Mautz",East,TEC-MA-10002927,Technology,Machines,"Canon imageCLASS MF7460 Monochrome Digital Laser Multifunction Copier",3991.98,2,0,1995.99
320,CA-2014-164973,11-04-2014,NM-18445,"Nathan Mautz",East,TEC-PH-10004093,Technology,Phones,"Panasonic Kx-TS550",275.94,6,0,80.0226
321,CA-2014-164973,11-04-2014,NM-18445,"Nathan Mautz",East,TEC-AC-10000892,Technology,Accessories,"NETGEAR N750 Dual Band Wi-Fi Gigabit Router",360,4,0,129.6
325,CA-2016-162138,4/23/2016,GK-14620,"Grace Kelly",West,TEC-AC-10001908,Technology,Accessories,"Logitech Wireless Headset h800",99.99,1,0,34.9965
327,US-2016-141544,8/30/2016,PO-18850,"Patrick O'Brill",East,TEC-PH-10003645,Technology,Phones,"Aastra 57i VoIP phone",290.898,3,0.4,-67.8762
332,US-2016-150147,4/25/2016,JL-15850,"John Lucas",East,TEC-PH-10004614,Technology,Phones,"AT&T 841000 Phone",82.8,2,0.4,-20.7
336,CA-2015-137946,09-01-2015,DB-13615,"Doug Bickford",West,TEC-CO-10001449,Technology,Copiers,"Hewlett Packard LaserJet 3310 Copier",959.984,2,0.2,335.9944
346,CA-2017-169901,6/15/2017,CC-12550,"Clay Cheatham",West,TEC-PH-10002293,Technology,Phones,"Anker 36W 4-Port USB Wall Charger Travel Power Adapter for iPhone 5s 5c 5",47.976,3,0.2,4.7976
350,CA-2016-129714,09-01-2016,AB-10060,"Adam Bellavance",East,TEC-AC-10000290,Technology,Accessories,"Sabrent 4-Port USB 2.0 Hub",6.79,1,0,2.3086
374,US-2014-119137,7/23/2014,AG-10900,"Arthur Gainer",West,TEC-AC-10003911,Technology,Accessories,"NETGEAR AC1750 Dual Band Gigabit Smart WiFi Router",1023.936,8,0.2,179.1888
376,US-2014-119137,7/23/2014,AG-10900,"Arthur Gainer",West,TEC-AC-10002076,Technology,Accessories,"Microsoft Natural Keyboard Elite",479.04,10,0.2,-29.94
384,CA-2015-125395,6/26/2015,LA-16780,"Laura Armstrong",Central,TEC-AC-10004708,Technology,Accessories,"Sony 32GB Class 10 Micro SDHC R40 Memory Card",41.9,2,0,8.799
386,US-2015-168935,11/27/2015,DO-13435,"Denny Ordway",South,TEC-AC-10002335,Technology,Accessories,"Logitech Media Keyboard K200",83.976,3,0.2,-1.0497
387,CA-2015-122756,12-03-2015,DK-13225,"Dean Katz",East,TEC-MA-10001681,Technology,Machines,"Lexmark MarkNet N8150 Wireless Print Server",482.34,4,0.7,-337.638
391,CA-2017-101798,12-11-2017,MV-18190,"Mike Vittorini",East,TEC-AC-10001998,Technology,Accessories,"Logitech LS21 Speaker System - PC Multimedia - 2.1-CH - Wired",39.98,2,0,13.5932
392,US-2014-135972,9/21/2014,JG-15115,"Jack Garza",West,TEC-PH-10003012,Technology,Phones,"Nortel Meridian M3904 Professional Digital phone",246.384,2,0.2,27.7182
393,US-2014-135972,9/21/2014,JG-15115,"Jack Garza",West,TEC-CO-10002313,Technology,Copiers,"Canon PC1080F Personal Copier",1799.97,3,0,701.9883
402,CA-2016-108987,09-08-2016,AG-10675,"Anna Gayman",Central,TEC-AC-10000158,Technology,Accessories,"Sony 64GB Class 10 Micro SDHC R40 Memory Card",57.584,2,0.2,0.7198
406,CA-2017-117457,12-08-2017,KH-16510,"Keith Herrera",West,TEC-AC-10000158,Technology,Accessories,"Sony 64GB Class 10 Micro SDHC R40 Memory Card",179.95,5,0,37.7895
407,CA-2017-117457,12-08-2017,KH-16510,"Keith Herrera",West,TEC-CO-10004115,Technology,Copiers,"Sharp AL-1530CS Digital Copier",1199.976,3,0.2,434.9913
422,CA-2014-142048,6/22/2014,JE-15745,"Joel Eaton",West,TEC-AC-10004114,Technology,Accessories,"KeyTronic 6101 Series - Keyboard - Black",196.752,6,0.2,56.5662
428,CA-2014-101476,09-12-2014,SD-20485,"Shirley Daniels",East,TEC-MA-10000029,Technology,Machines,"Epson WorkForce WF-2530 All-in-One Printer, Copier Scanner",69.99,1,0,30.0957
431,US-2016-123750,4/15/2016,RB-19795,"Ross Baird",South,TEC-AC-10004659,Technology,Accessories,"Imation Secure+ Hardware Encrypted USB 2.0 Flash Drive; 16GB",408.744,7,0.2,76.6395
432,US-2016-123750,4/15/2016,RB-19795,"Ross Baird",South,TEC-AC-10004659,Technology,Accessories,"Imation Secure+ Hardware Encrypted USB 2.0 Flash Drive; 16GB",291.96,5,0.2,54.7425
436,US-2014-150574,12/19/2014,MK-18160,"Mike Kennedy",South,TEC-AC-10002600,Technology,Accessories,"Belkin QODE FastFit Bluetooth Keyboard",247.8,5,0.2,-18.585
437,CA-2016-147375,06-12-2016,PO-19180,"Philisse Overcash",Central,TEC-MA-10002937,Technology,Machines,"Canon Color ImageCLASS MF8580Cdw Wireless Laser All-In-One Printer, Copier, Scanner",1007.979,3,0.3,43.1991
453,CA-2016-166674,04-01-2016,RB-19360,"Raymond Buch",East,TEC-PH-10002365,Technology,Phones,"Belkin Grip Candy Sheer Case / Cover for iPhone 5 and 5S",35.12,4,0,9.1312
456,CA-2016-100153,12/13/2016,KH-16630,"Ken Heidel",Central,TEC-AC-10001772,Technology,Accessories,"Memorex Mini Travel Drive 16 GB USB 2.0 Flash Drive",63.88,4,0,24.9132
461,CA-2015-109638,12/15/2015,JH-15985,"Joseph Holt",West,TEC-AC-10004571,Technology,Accessories,"Logitech G700s Rechargeable Gaming Mouse",899.91,9,0,377.9622
474,CA-2014-144666,11-09-2014,JP-15520,"Jeremy Pistek",West,TEC-PH-10002680,Technology,Phones,"Samsung Galaxy Note 3",703.968,4,0.2,87.996
478,CA-2016-103891,07-12-2016,KH-16690,"Kristen Hastings",West,TEC-PH-10000149,Technology,Phones,"Cisco SPA525G2 IP Phone - Wireless",95.76,6,0.2,7.182
482,CA-2014-134677,10-06-2014,XP-21865,"Xylona Preis",West,TEC-AC-10001445,Technology,Accessories,"Imation USB 2.0 Swivel Flash Drive USB flash drive - 4 GB - Pink",9.09,3,0,1.9089
484,CA-2014-127691,7/22/2014,EM-14065,"Erin Mull",East,TEC-AC-10002567,Technology,Accessories,"Logitech G602 Wireless Gaming Mouse",159.98,2,0,57.5928
487,CA-2017-140963,06-10-2017,MT-18070,"Michelle Tran",West,TEC-PH-10001924,Technology,Phones,"iHome FM Clock Radio with Lightning Dock",279.96,5,0.2,17.4975
488,CA-2014-154627,10/29/2014,SA-20830,"Sue Ann Reed",Central,TEC-PH-10001363,Technology,Phones,"Apple iPhone 5S",2735.952,6,0.2,341.994
489,CA-2014-133753,06-09-2014,CW-11905,"Carl Weiss",Central,TEC-PH-10000376,Technology,Phones,"Square Credit Card Reader",7.992,1,0.2,0.5994
490,CA-2014-133753,06-09-2014,CW-11905,"Carl Weiss",Central,TEC-AC-10000303,Technology,Accessories,"Logitech M510 Wireless Mouse",63.984,2,0.2,10.3974
494,CA-2016-169166,05-09-2016,SS-20590,"Sonia Sunley",West,TEC-AC-10000991,Technology,Accessories,"Sony Micro Vault Click 8 GB USB 2.0 Flash Drive",93.98,2,0,13.1572
512,CA-2017-135307,11/26/2017,LS-17245,"Lynn Smith",Central,TEC-AC-10002399,Technology,Accessories,"SanDisk Cruzer 32 GB USB Flash Drive",38.04,2,0,12.1728
516,CA-2017-127432,1/22/2017,AD-10180,"Alan Dominguez",West,TEC-CO-10003236,Technology,Copiers,"Canon Image Class D660 Copier",2999.95,5,0,1379.977
520,CA-2015-157812,3/22/2015,DB-13210,"Dean Braden",Central,TEC-AC-10000171,Technology,Accessories,"Verbatim 25 GB 6x Blu-ray Single Layer Recordable Disc, 25/Pack",18.392,1,0.2,5.2877
524,US-2016-139486,5/21/2016,LH-17155,"Logan Haushalter",West,TEC-PH-10003555,Technology,Phones,"Motorola HK250 Universal Bluetooth Headset",55.176,3,0.2,-12.4146
525,US-2016-139486,5/21/2016,LH-17155,"Logan Haushalter",West,TEC-AC-10003832,Technology,Accessories,"Imation 16GB Mini TravelDrive USB 2.0 Flash Drive",66.26,2,0,27.1666
534,CA-2016-168753,5/29/2016,RL-19615,"Rob Lucas",South,TEC-PH-10000984,Technology,Phones,"Panasonic KX-TG9471B",979.95,5,0,274.386
541,CA-2014-140795,02-01-2014,BD-11500,"Bradley Drucker",Central,TEC-AC-10001432,Technology,Accessories,"Enermax Aurora Lite Keyboard",468.9,6,0,206.316
542,CA-2016-136924,7/14/2016,ES-14080,"Erin Smith",West,TEC-PH-10002262,Technology,Phones,"LG Electronics Tone+ HBS-730 Bluetooth Headset",380.864,8,0.2,38.0864
544,CA-2014-103849,05-11-2014,PG-18895,"Paul Gonzalez",Central,TEC-AC-10001465,Technology,Accessories,"SanDisk Cruzer 64 GB USB Flash Drive",58.112,2,0.2,7.264
545,CA-2014-103849,05-11-2014,PG-18895,"Paul Gonzalez",Central,TEC-PH-10002597,Technology,Phones,"Xblue XB-1670-86 X16 Small Office Telephone - Titanium",100.792,1,0.2,6.2995
566,CA-2017-137099,12-07-2017,FP-14320,"Frank Preis",West,TEC-PH-10002496,Technology,Phones,"Cisco SPA301",374.376,3,0.2,46.797
574,CA-2017-164826,12/28/2017,JF-15415,"Jennifer Ferguson",East,TEC-PH-10000347,Technology,Phones,"Cush Cases Heavy Duty Rugged Cover Case for Samsung Galaxy S5 - Purple",14.85,3,0,4.0095
582,CA-2017-145233,12-01-2017,DV-13465,"Dianna Vittorini",West,TEC-PH-10004977,Technology,Phones,"GE 30524EE4",470.376,3,0.2,52.9173
583,CA-2017-145233,12-01-2017,DV-13465,"Dianna Vittorini",West,TEC-PH-10000586,Technology,Phones,"AT&T SB67148 SynJ",105.584,2,0.2,9.2386
586,CA-2017-145233,12-01-2017,DV-13465,"Dianna Vittorini",West,TEC-PH-10001254,Technology,Phones,"Jabra BIZ 2300 Duo QD Duo Corded Headset",406.368,4,0.2,30.4776
589,US-2016-156986,3/20/2016,ZC-21910,"Zuschuss Carroll",West,TEC-PH-10003800,Technology,Phones,"i.Sound Portable Power - 8000 mAh",84.784,2,0.2,-20.1362
594,CA-2014-135405,01-09-2014,MS-17830,"Melanie Seite",Central,TEC-AC-10001266,Technology,Accessories,"Memorex Micro Travel Drive 8 GB",31.2,3,0.2,9.75
596,CA-2014-131450,08-08-2014,LR-16915,"Lena Radford",West,TEC-CO-10004115,Technology,Copiers,"Sharp AL-1530CS Digital Copier",1199.976,3,0.2,434.9913
597,CA-2014-131450,08-08-2014,LR-16915,"Lena Radford",West,TEC-PH-10002398,Technology,Phones,"AT&T 1070 Corded Phone",445.96,5,0.2,55.745
600,US-2016-100720,7/16/2016,CK-12205,"Chloris Kastensmidt",East,TEC-PH-10001425,Technology,Phones,"Mophie Juice Pack Helium for iPhone",143.982,3,0.4,-28.7964
601,US-2016-100720,7/16/2016,CK-12205,"Chloris Kastensmidt",East,TEC-PH-10003963,Technology,Phones,"GE 2-Jack Phone Line Splitter",494.376,4,0.4,-115.3544
610,US-2014-105767,5/23/2014,AR-10510,"Andrew Roberts",East,TEC-PH-10003092,Technology,Phones,"Motorola L804",55.188,2,0.4,-10.1178
611,CA-2016-161816,4/28/2016,NB-18655,"Nona Balk",Central,TEC-PH-10003012,Technology,Phones,"Nortel Meridian M3904 Professional Digital phone",369.576,3,0.2,41.5773
614,CA-2016-121223,09-11-2016,GD-14590,"Giulietta Dortch",East,TEC-PH-10004667,Technology,Phones,"Cisco 8x8 Inc. 6753i IP Business Phone System",728.946,9,0.4,-157.9383
615,CA-2017-138611,11/14/2017,CK-12595,"Clytie Kelty",East,TEC-PH-10000011,Technology,Phones,"PureGear Roll-On Screen Protector",119.94,10,0.4,15.992
620,CA-2017-117947,8/18/2017,NG-18355,"Nat Gilpin",East,TEC-PH-10002538,Technology,Phones,"Grandstream GXP1160 VoIP phone",37.91,1,0,10.9939
632,US-2016-135720,12-11-2016,FM-14380,"Fred McMath",West,TEC-AC-10001267,Technology,Accessories,"Imation 32GB Pocket Pro USB 3.0 Flash Drive - 32 GB - Black - 1 P ...",119.8,5,0.2,29.95
633,US-2016-135720,12-11-2016,FM-14380,"Fred McMath",West,TEC-PH-10002103,Technology,Phones,"Jabra SPEAK 410",300.768,4,0.2,30.0768
634,CA-2017-144694,9/24/2017,BD-11605,"Brian Dahlen",South,TEC-AC-10002857,Technology,Accessories,"Verbatim 25 GB 6x Blu-ray Single Layer Recordable Disc, 1/Pack",17.88,3,0.2,2.4585
644,CA-2017-106103,06-10-2017,SC-20305,"Sean Christensen",Central,TEC-AC-10003832,Technology,Accessories,"Imation 16GB Mini TravelDrive USB 2.0 Flash Drive",132.52,4,0,54.3332
650,CA-2016-160745,12-11-2016,AR-10825,"Anthony Rawles",West,TEC-PH-10003273,Technology,Phones,"AT&T TR1909W",302.376,3,0.2,22.6782
651,CA-2016-160745,12-11-2016,AR-10825,"Anthony Rawles",West,TEC-AC-10001142,Technology,Accessories,"First Data FD10 PIN Pad",316,4,0,31.6
654,CA-2017-140844,6/19/2017,AR-10405,"Allen Rosenblatt",East,TEC-AC-10001101,Technology,Accessories,"Sony 16GB Class 10 Micro SDHC R40 Memory Card",103.12,8,0,10.312
668,CA-2017-132682,06-08-2017,TH-21235,"Tiffany House",Central,TEC-PH-10004042,Technology,Phones,"ClearOne Communications CHAT 70 OC Speaker Phone",381.576,3,0.2,28.6182
676,CA-2017-130351,12-05-2017,RB-19570,"Rob Beeghly",Central,TEC-AC-10003832,Technology,Accessories,"Imation 16GB Mini TravelDrive USB 2.0 Flash Drive",99.39,3,0,40.7499
678,US-2017-119438,3/18/2017,CD-11980,"Carol Darley",Central,TEC-AC-10003614,Technology,Accessories,"Verbatim 25 GB 6x Blu-ray Single Layer Recordable Disc, 10/Pack",27.816,3,0.2,4.5201
684,US-2017-168116,11-04-2017,GT-14635,"Grant Thornton",South,TEC-MA-10004125,Technology,Machines,"Cubify CubeX 3D Printer Triple Head Print",7999.98,4,0.5,-3839.9904
686,CA-2014-157784,07-05-2014,MC-17845,"Michael Chen",South,TEC-AC-10003911,Technology,Accessories,"NETGEAR AC1750 Dual Band Gigabit Smart WiFi Router",479.97,3,0,163.1898
691,US-2014-117135,6/21/2014,NP-18325,"Naresj Patel",South,TEC-PH-10002033,Technology,Phones,"Konftel 250 Conference phone - Charcoal black",284.82,1,0,74.0532
693,CA-2015-131534,3/28/2015,AB-10165,"Alan Barnes",West,TEC-AC-10002253,Technology,Accessories,"Imation Bio 8GB USB Flash Drive Imation Corp",166.24,1,0,24.936
707,CA-2014-138527,09-12-2014,BN-11470,"Brad Norvell",South,TEC-AC-10002399,Technology,Accessories,"SanDisk Cruzer 32 GB USB Flash Drive",15.216,1,0.2,2.2824
708,CA-2014-112158,12-02-2014,DP-13165,"David Philippe",East,TEC-AC-10003628,Technology,Accessories,"Logitech 910-002974 M325 Wireless Mouse for Web Scrolling",119.96,4,0,52.7824
714,US-2017-100048,5/19/2017,RS-19765,"Roland Schwarz",East,TEC-PH-10003012,Technology,Phones,"Nortel Meridian M3904 Professional Digital phone",307.98,2,0,89.3142
715,US-2017-100048,5/19/2017,RS-19765,"Roland Schwarz",East,TEC-AC-10001606,Technology,Accessories,"Logitech Wireless Performance Mouse MX for PC and Mac",299.97,3,0,113.9886
727,CA-2017-144113,9/16/2017,JF-15355,"Jay Fein",Central,TEC-PH-10002170,Technology,Phones,"ClearSounds CSC500 Amplified Spirit Phone Corded phone",55.992,1,0.2,5.5992
734,CA-2017-131954,1/21/2017,DS-13030,"Darrin Sayre",West,TEC-AC-10003610,Technology,Accessories,"Logitech Illuminated - Keyboard",179.97,3,0,86.3856
739,CA-2014-132500,09-08-2014,GZ-14470,"Gary Zandusky",West,TEC-AC-10001383,Technology,Accessories,"Logitech Wireless Touch Keyboard K400",49.98,2,0,8.4966
749,CA-2016-150889,3/20/2016,PB-19105,"Peter Bühler",Central,TEC-PH-10000004,Technology,Phones,"Belkin iPhone and iPad Lightning Cable",11.992,1,0.2,0.8994
754,CA-2016-110499,04-07-2016,YC-21895,"Yoseph Carroll",West,TEC-CO-10002095,Technology,Copiers,"Hewlett Packard 610 Color Digital Copier / Printer",1199.976,3,0.2,374.9925
758,CA-2014-106803,12/29/2014,DC-13285,"Debra Catini",Central,TEC-AC-10001267,Technology,Accessories,"Imation 32GB Pocket Pro USB 3.0 Flash Drive - 32 GB - Black - 1 P ...",119.8,4,0,47.92
763,CA-2015-114923,02-08-2015,LH-17020,"Lisa Hazard",East,TEC-PH-10003931,Technology,Phones,"JBL Micro Wireless Portable Bluetooth Speaker",107.982,3,0.4,-26.9955
